user_id,first_watch,signup_month
user_01959,2024-01-27T00:00:00Z,2024-01-01T00:00:00Z
user_01960,2024-10-05T00:00:00Z,2024-10-01T00:00:00Z
user_01961,2024-01-13T00:00:00Z,2024-01-01T00:00:00Z
user_01962,2024-04-28T00:00:00Z,2024-04-01T00:00:00Z
user_01963,2024-01-23T00:00:00Z,2024-01-01T00:00:00Z
user_01964,2024-01-25T00:00:00Z,2024-01-01T00:00:00Z
user_01965,2024-02-01T00:00:00Z,2024-02-01T00:00:00Z
user_01966,2024-06-16T00:00:00Z,2024-06-01T00:00:00Z
user_01967,2024-04-27T00:00:00Z,2024-04-01T00:00:00Z
user_01968,2024-10-24T00:00:00Z,2024-10-01T00:00:00Z
user_01969,2024-01-23T00:00:00Z,2024-01-01T00:00:00Z
user_01970,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_01971,2024-03-27T00:00:00Z,2024-03-01T00:00:00Z
user_01972,2024-03-18T00:00:00Z,2024-03-01T00:00:00Z
user_01973,2024-02-16T00:00:00Z,2024-02-01T00:00:00Z
user_01974,2024-02-10T00:00:00Z,2024-02-01T00:00:00Z
user_01975,2024-01-19T00:00:00Z,2024-01-01T00:00:00Z
user_01976,2024-05-02T00:00:00Z,2024-05-01T00:00:00Z
user_01977,2024-01-06T00:00:00Z,2024-01-01T00:00:00Z
user_01978,2024-02-02T00:00:00Z,2024-02-01T00:00:00Z
user_01979,2024-08-15T00:00:00Z,2024-08-01T00:00:00Z
user_01980,2024-02-02T00:00:00Z,2024-02-01T00:00:00Z
user_01981,2024-02-18T00:00:00Z,2024-02-01T00:00:00Z
user_01982,2024-01-18T00:00:00Z,2024-01-01T00:00:00Z
user_01983,2024-02-25T00:00:00Z,2024-02-01T00:00:00Z
user_01984,2024-10-15T00:00:00Z,2024-10-01T00:00:00Z
user_01985,2024-06-06T00:00:00Z,2024-06-01T00:00:00Z
user_01986,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_01987,2024-01-20T00:00:00Z,2024-01-01T00:00:00Z
user_01988,2024-02-14T00:00:00Z,2024-02-01T00:00:00Z
user_01989,2024-07-30T00:00:00Z,2024-07-01T00:00:00Z
user_01990,2024-01-10T00:00:00Z,2024-01-01T00:00:00Z
user_01991,2024-04-18T00:00:00Z,2024-04-01T00:00:00Z
user_01992,2024-01-18T00:00:00Z,2024-01-01T00:00:00Z
user_01993,2024-02-27T00:00:00Z,2024-02-01T00:00:00Z
user_01994,2024-04-14T00:00:00Z,2024-04-01T00:00:00Z
user_01995,2024-02-07T00:00:00Z,2024-02-01T00:00:00Z
user_01996,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_01997,2024-01-02T00:00:00Z,2024-01-01T00:00:00Z
user_01998,2024-02-04T00:00:00Z,2024-02-01T00:00:00Z
user_01999,2024-03-18T00:00:00Z,2024-03-01T00:00:00Z
user_02000,2024-08-01T00:00:00Z,2024-08-01T00:00:00Z
user_02001,2024-04-03T00:00:00Z,2024-04-01T00:00:00Z
user_02002,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_02003,2024-03-07T00:00:00Z,2024-03-01T00:00:00Z
user_02004,2024-01-02T00:00:00Z,2024-01-01T00:00:00Z
user_02005,2024-10-19T00:00:00Z,2024-10-01T00:00:00Z
user_02006,2024-02-03T00:00:00Z,2024-02-01T00:00:00Z
user_02007,2024-01-05T00:00:00Z,2024-01-01T00:00:00Z
user_02008,2024-09-26T00:00:00Z,2024-09-01T00:00:00Z
user_02009,2024-11-19T00:00:00Z,2024-11-01T00:00:00Z
user_02010,2024-12-15T00:00:00Z,2024-12-01T00:00:00Z
user_02011,2024-02-21T00:00:00Z,2024-02-01T00:00:00Z
user_02012,2024-01-26T00:00:00Z,2024-01-01T00:00:00Z
user_02013,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_02014,2024-02-23T00:00:00Z,2024-02-01T00:00:00Z
user_02015,2024-03-24T00:00:00Z,2024-03-01T00:00:00Z
user_02016,2024-02-05T00:00:00Z,2024-02-01T00:00:00Z
user_02017,2024-01-05T00:00:00Z,2024-01-01T00:00:00Z
user_02018,2024-02-09T00:00:00Z,2024-02-01T00:00:00Z
user_02019,2024-10-14T00:00:00Z,2024-10-01T00:00:00Z
user_02020,2024-01-18T00:00:00Z,2024-01-01T00:00:00Z
user_02021,2024-02-18T00:00:00Z,2024-02-01T00:00:00Z
user_02022,2024-03-29T00:00:00Z,2024-03-01T00:00:00Z
user_02023,2024-03-30T00:00:00Z,2024-03-01T00:00:00Z
user_02024,2024-01-22T00:00:00Z,2024-01-01T00:00:00Z
user_02025,2024-01-04T00:00:00Z,2024-01-01T00:00:00Z
user_02026,2024-04-19T00:00:00Z,2024-04-01T00:00:00Z
user_02027,2024-01-04T00:00:00Z,2024-01-01T00:00:00Z
user_02028,2024-05-27T00:00:00Z,2024-05-01T00:00:00Z
user_02029,2024-02-10T00:00:00Z,2024-02-01T00:00:00Z
user_02030,2024-02-10T00:00:00Z,2024-02-01T00:00:00Z
user_02031,2024-01-10T00:00:00Z,2024-01-01T00:00:00Z
user_02032,2024-01-22T00:00:00Z,2024-01-01T00:00:00Z
user_02033,2024-02-20T00:00:00Z,2024-02-01T00:00:00Z
user_02034,2024-08-29T00:00:00Z,2024-08-01T00:00:00Z
user_02035,2024-03-24T00:00:00Z,2024-03-01T00:00:00Z
user_02036,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_02037,2024-02-13T00:00:00Z,2024-02-01T00:00:00Z
user_02038,2024-04-03T00:00:00Z,2024-04-01T00:00:00Z
user_02039,2024-03-20T00:00:00Z,2024-03-01T00:00:00Z
user_02040,2024-05-21T00:00:00Z,2024-05-01T00:00:00Z
user_02041,2024-01-17T00:00:00Z,2024-01-01T00:00:00Z
user_02042,2024-02-17T00:00:00Z,2024-02-01T00:00:00Z
user_02043,2024-02-16T00:00:00Z,2024-02-01T00:00:00Z
user_02044,2024-02-15T00:00:00Z,2024-02-01T00:00:00Z
user_02045,2024-03-12T00:00:00Z,2024-03-01T00:00:00Z
user_02046,2024-03-13T00:00:00Z,2024-03-01T00:00:00Z
user_02047,2024-11-05T00:00:00Z,2024-11-01T00:00:00Z
user_02048,2024-01-11T00:00:00Z,2024-01-01T00:00:00Z
user_02049,2024-01-11T00:00:00Z,2024-01-01T00:00:00Z
user_02050,2024-04-29T00:00:00Z,2024-04-01T00:00:00Z
user_02051,2024-01-14T00:00:00Z,2024-01-01T00:00:00Z
user_02052,2024-01-14T00:00:00Z,2024-01-01T00:00:00Z
user_02053,2024-02-27T00:00:00Z,2024-02-01T00:00:00Z
user_02054,2024-02-16T00:00:00Z,2024-02-01T00:00:00Z
user_02055,2024-07-30T00:00:00Z,2024-07-01T00:00:00Z
user_02056,2024-06-30T00:00:00Z,2024-06-01T00:00:00Z
user_02057,2024-03-17T00:00:00Z,2024-03-01T00:00:00Z
user_02058,2024-02-16T00:00:00Z,2024-02-01T00:00:00Z
user_02059,2024-06-24T00:00:00Z,2024-06-01T00:00:00Z
user_02060,2024-07-22T00:00:00Z,2024-07-01T00:00:00Z
user_02061,2024-02-29T00:00:00Z,2024-02-01T00:00:00Z
user_02062,2024-06-23T00:00:00Z,2024-06-01T00:00:00Z
user_02063,2024-01-10T00:00:00Z,2024-01-01T00:00:00Z
user_02064,2024-01-08T00:00:00Z,2024-01-01T00:00:00Z
user_02065,2024-02-25T00:00:00Z,2024-02-01T00:00:00Z
user_02066,2024-02-02T00:00:00Z,2024-02-01T00:00:00Z
user_02067,2024-02-03T00:00:00Z,2024-02-01T00:00:00Z
user_02068,2024-04-12T00:00:00Z,2024-04-01T00:00:00Z
user_02069,2024-05-02T00:00:00Z,2024-05-01T00:00:00Z
user_02070,2024-03-22T00:00:00Z,2024-03-01T00:00:00Z
user_02071,2024-06-08T00:00:00Z,2024-06-01T00:00:00Z
user_02072,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_02073,2024-07-31T00:00:00Z,2024-07-01T00:00:00Z
user_02074,2024-05-18T00:00:00Z,2024-05-01T00:00:00Z
user_02075,2024-02-20T00:00:00Z,2024-02-01T00:00:00Z
user_02076,2024-02-29T00:00:00Z,2024-02-01T00:00:00Z
user_02077,2024-02-06T00:00:00Z,2024-02-01T00:00:00Z
user_02078,2024-04-08T00:00:00Z,2024-04-01T00:00:00Z
user_02079,2024-02-28T00:00:00Z,2024-02-01T00:00:00Z
user_02080,2024-01-18T00:00:00Z,2024-01-01T00:00:00Z
user_02081,2024-01-06T00:00:00Z,2024-01-01T00:00:00Z
user_02082,2024-02-10T00:00:00Z,2024-02-01T00:00:00Z
user_02083,2024-01-04T00:00:00Z,2024-01-01T00:00:00Z
user_02084,2024-02-27T00:00:00Z,2024-02-01T00:00:00Z
user_02085,2024-08-20T00:00:00Z,2024-08-01T00:00:00Z
user_02086,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_02087,2024-03-30T00:00:00Z,2024-03-01T00:00:00Z
user_02088,2024-08-04T00:00:00Z,2024-08-01T00:00:00Z
user_02089,2024-06-13T00:00:00Z,2024-06-01T00:00:00Z
user_02090,2024-02-06T00:00:00Z,2024-02-01T00:00:00Z
user_02091,2024-02-09T00:00:00Z,2024-02-01T00:00:00Z
user_02092,2024-01-16T00:00:00Z,2024-01-01T00:00:00Z
user_02093,2024-01-15T00:00:00Z,2024-01-01T00:00:00Z
user_02094,2024-05-19T00:00:00Z,2024-05-01T00:00:00Z
user_02095,2024-01-18T00:00:00Z,2024-01-01T00:00:00Z
user_02096,2024-01-02T00:00:00Z,2024-01-01T00:00:00Z
user_02097,2024-02-24T00:00:00Z,2024-02-01T00:00:00Z
user_02098,2024-04-01T00:00:00Z,2024-04-01T00:00:00Z
user_02099,2024-04-15T00:00:00Z,2024-04-01T00:00:00Z
user_02100,2024-03-31T00:00:00Z,2024-03-01T00:00:00Z
user_02101,2024-03-21T00:00:00Z,2024-03-01T00:00:00Z
user_02102,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_02103,2024-03-08T00:00:00Z,2024-03-01T00:00:00Z
user_02104,2024-04-05T00:00:00Z,2024-04-01T00:00:00Z
user_02105,2024-02-02T00:00:00Z,2024-02-01T00:00:00Z
user_02106,2024-02-23T00:00:00Z,2024-02-01T00:00:00Z
user_02107,2024-02-10T00:00:00Z,2024-02-01T00:00:00Z
user_02108,2024-04-23T00:00:00Z,2024-04-01T00:00:00Z
user_02109,2024-01-11T00:00:00Z,2024-01-01T00:00:00Z
user_02110,2024-02-09T00:00:00Z,2024-02-01T00:00:00Z
user_02111,2024-03-08T00:00:00Z,2024-03-01T00:00:00Z
user_02112,2024-01-30T00:00:00Z,2024-01-01T00:00:00Z
user_02113,2024-01-31T00:00:00Z,2024-01-01T00:00:00Z
user_02114,2024-01-31T00:00:00Z,2024-01-01T00:00:00Z
user_02115,2024-01-02T00:00:00Z,2024-01-01T00:00:00Z
user_02116,2024-01-07T00:00:00Z,2024-01-01T00:00:00Z
user_02117,2024-03-21T00:00:00Z,2024-03-01T00:00:00Z
user_02118,2024-01-21T00:00:00Z,2024-01-01T00:00:00Z
user_02119,2024-01-17T00:00:00Z,2024-01-01T00:00:00Z
user_02120,2024-04-11T00:00:00Z,2024-04-01T00:00:00Z
user_02121,2024-03-19T00:00:00Z,2024-03-01T00:00:00Z
user_02122,2024-01-04T00:00:00Z,2024-01-01T00:00:00Z
user_02123,2024-02-02T00:00:00Z,2024-02-01T00:00:00Z
user_02124,2024-04-11T00:00:00Z,2024-04-01T00:00:00Z
user_02125,2024-01-11T00:00:00Z,2024-01-01T00:00:00Z
user_02126,2024-02-28T00:00:00Z,2024-02-01T00:00:00Z
user_02127,2024-04-05T00:00:00Z,2024-04-01T00:00:00Z
user_02128,2024-02-07T00:00:00Z,2024-02-01T00:00:00Z
user_02129,2024-03-12T00:00:00Z,2024-03-01T00:00:00Z
user_02130,2024-01-29T00:00:00Z,2024-01-01T00:00:00Z
user_02131,2024-02-01T00:00:00Z,2024-02-01T00:00:00Z
user_02132,2024-06-18T00:00:00Z,2024-06-01T00:00:00Z
user_02133,2024-04-05T00:00:00Z,2024-04-01T00:00:00Z
user_02134,2024-07-10T00:00:00Z,2024-07-01T00:00:00Z
user_02135,2024-02-25T00:00:00Z,2024-02-01T00:00:00Z
user_02136,2024-12-01T00:00:00Z,2024-12-01T00:00:00Z
user_02137,2024-03-04T00:00:00Z,2024-03-01T00:00:00Z
user_02138,2024-01-18T00:00:00Z,2024-01-01T00:00:00Z
user_02139,2024-02-05T00:00:00Z,2024-02-01T00:00:00Z
user_02140,2024-03-16T00:00:00Z,2024-03-01T00:00:00Z
user_02141,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_02142,2024-01-19T00:00:00Z,2024-01-01T00:00:00Z
user_02143,2024-02-05T00:00:00Z,2024-02-01T00:00:00Z
user_02144,2024-07-10T00:00:00Z,2024-07-01T00:00:00Z
user_02145,2024-01-26T00:00:00Z,2024-01-01T00:00:00Z
user_02146,2024-04-08T00:00:00Z,2024-04-01T00:00:00Z
user_02147,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_02148,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_02149,2024-05-13T00:00:00Z,2024-05-01T00:00:00Z
user_02150,2024-02-24T00:00:00Z,2024-02-01T00:00:00Z
user_02151,2024-02-27T00:00:00Z,2024-02-01T00:00:00Z
user_02152,2024-01-27T00:00:00Z,2024-01-01T00:00:00Z
user_02153,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_02154,2024-05-17T00:00:00Z,2024-05-01T00:00:00Z
user_02155,2024-03-10T00:00:00Z,2024-03-01T00:00:00Z
user_02156,2024-02-19T00:00:00Z,2024-02-01T00:00:00Z
user_02157,2024-02-16T00:00:00Z,2024-02-01T00:00:00Z
user_02158,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_02159,2024-03-19T00:00:00Z,2024-03-01T00:00:00Z
user_02160,2024-02-15T00:00:00Z,2024-02-01T00:00:00Z
user_02161,2024-01-30T00:00:00Z,2024-01-01T00:00:00Z
user_02162,2024-02-06T00:00:00Z,2024-02-01T00:00:00Z
user_02163,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z
user_02164,2024-02-12T00:00:00Z,2024-02-01T00:00:00Z
user_02165,2024-02-12T00:00:00Z,2024-02-01T00:00:00Z
user_02166,2024-01-04T00:00:00Z,2024-01-01T00:00:00Z
user_02167,2024-01-22T00:00:00Z,2024-01-01T00:00:00Z
user_02168,2024-02-27T00:00:00Z,2024-02-01T00:00:00Z
user_02169,2024-01-31T00:00:00Z,2024-01-01T00:00:00Z
user_02170,2024-01-13T00:00:00Z,2024-01-01T00:00:00Z
user_02171,2024-01-08T00:00:00Z,2024-01-01T00:00:00Z
user_02172,2024-02-18T00:00:00Z,2024-02-01T00:00:00Z
user_02173,2024-01-16T00:00:00Z,2024-01-01T00:00:00Z
user_02174,2024-03-18T00:00:00Z,2024-03-01T00:00:00Z
user_02175,2024-02-06T00:00:00Z,2024-02-01T00:00:00Z
user_02176,2024-01-24T00:00:00Z,2024-01-01T00:00:00Z
user_02177,2024-01-27T00:00:00Z,2024-01-01T00:00:00Z
user_02178,2024-04-02T00:00:00Z,2024-04-01T00:00:00Z
user_02179,2024-06-13T00:00:00Z,2024-06-01T00:00:00Z
user_02180,2024-01-14T00:00:00Z,2024-01-01T00:00:00Z
user_02181,2024-02-18T00:00:00Z,2024-02-01T00:00:00Z
user_02182,2024-02-29T00:00:00Z,2024-02-01T00:00:00Z
user_02183,2024-08-08T00:00:00Z,2024-08-01T00:00:00Z
user_02184,2024-02-21T00:00:00Z,2024-02-01T00:00:00Z
user_02185,2024-01-10T00:00:00Z,2024-01-01T00:00:00Z
user_02186,2024-01-29T00:00:00Z,2024-01-01T00:00:00Z
user_02187,2024-05-07T00:00:00Z,2024-05-01T00:00:00Z
user_02188,2024-02-13T00:00:00Z,2024-02-01T00:00:00Z
user_02189,2024-02-13T00:00:00Z,2024-02-01T00:00:00Z
user_02190,2024-02-16T00:00:00Z,2024-02-01T00:00:00Z
user_02191,2024-03-31T00:00:00Z,2024-03-01T00:00:00Z
user_02192,2024-09-09T00:00:00Z,2024-09-01T00:00:00Z
user_02193,2024-01-06T00:00:00Z,2024-01-01T00:00:00Z
user_02194,2024-02-21T00:00:00Z,2024-02-01T00:00:00Z
user_02195,2024-01-14T00:00:00Z,2024-01-01T00:00:00Z
user_02196,2024-07-12T00:00:00Z,2024-07-01T00:00:00Z
user_02197,2024-01-05T00:00:00Z,2024-01-01T00:00:00Z
user_02198,2024-04-16T00:00:00Z,2024-04-01T00:00:00Z
user_02199,2024-01-22T00:00:00Z,2024-01-01T00:00:00Z
user_02200,2024-03-08T00:00:00Z,2024-03-01T00:00:00Z
user_02201,2024-02-08T00:00:00Z,2024-02-01T00:00:00Z
user_02202,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_02203,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_02204,2024-03-10T00:00:00Z,2024-03-01T00:00:00Z
user_02205,2024-06-07T00:00:00Z,2024-06-01T00:00:00Z
user_02206,2024-03-25T00:00:00Z,2024-03-01T00:00:00Z
user_02207,2024-04-15T00:00:00Z,2024-04-01T00:00:00Z
user_02208,2024-01-10T00:00:00Z,2024-01-01T00:00:00Z
user_02209,2024-02-22T00:00:00Z,2024-02-01T00:00:00Z
user_02210,2024-02-22T00:00:00Z,2024-02-01T00:00:00Z
user_02211,2024-03-25T00:00:00Z,2024-03-01T00:00:00Z
user_02212,2024-01-31T00:00:00Z,2024-01-01T00:00:00Z
user_02213,2024-01-07T00:00:00Z,2024-01-01T00:00:00Z
user_02214,2024-02-12T00:00:00Z,2024-02-01T00:00:00Z
user_02215,2024-01-29T00:00:00Z,2024-01-01T00:00:00Z
user_02216,2024-01-13T00:00:00Z,2024-01-01T00:00:00Z
user_02217,2024-02-02T00:00:00Z,2024-02-01T00:00:00Z
user_02218,2024-02-20T00:00:00Z,2024-02-01T00:00:00Z
user_02219,2024-01-30T00:00:00Z,2024-01-01T00:00:00Z
user_02220,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_02221,2024-01-05T00:00:00Z,2024-01-01T00:00:00Z
user_02222,2024-03-14T00:00:00Z,2024-03-01T00:00:00Z
user_02223,2024-04-16T00:00:00Z,2024-04-01T00:00:00Z
user_02224,2024-01-04T00:00:00Z,2024-01-01T00:00:00Z
user_02225,2024-02-15T00:00:00Z,2024-02-01T00:00:00Z
user_02226,2024-02-29T00:00:00Z,2024-02-01T00:00:00Z
user_02227,2024-02-24T00:00:00Z,2024-02-01T00:00:00Z
user_02228,2024-02-13T00:00:00Z,2024-02-01T00:00:00Z
user_02229,2024-02-11T00:00:00Z,2024-02-01T00:00:00Z
user_02230,2024-01-30T00:00:00Z,2024-01-01T00:00:00Z
user_02231,2024-03-10T00:00:00Z,2024-03-01T00:00:00Z
user_02232,2024-03-28T00:00:00Z,2024-03-01T00:00:00Z
user_02233,2024-01-28T00:00:00Z,2024-01-01T00:00:00Z
user_02234,2024-01-15T00:00:00Z,2024-01-01T00:00:00Z
user_02235,2024-02-15T00:00:00Z,2024-02-01T00:00:00Z
user_02236,2024-09-13T00:00:00Z,2024-09-01T00:00:00Z
user_02237,2024-01-20T00:00:00Z,2024-01-01T00:00:00Z
user_02238,2024-02-22T00:00:00Z,2024-02-01T00:00:00Z
user_02239,2024-02-05T00:00:00Z,2024-02-01T00:00:00Z
user_02240,2024-01-04T00:00:00Z,2024-01-01T00:00:00Z
user_02241,2024-01-04T00:00:00Z,2024-01-01T00:00:00Z
user_02242,2024-05-23T00:00:00Z,2024-05-01T00:00:00Z
user_02243,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_02244,2024-02-17T00:00:00Z,2024-02-01T00:00:00Z
user_02245,2024-10-02T00:00:00Z,2024-10-01T00:00:00Z
user_02246,2024-01-18T00:00:00Z,2024-01-01T00:00:00Z
user_02247,2024-06-26T00:00:00Z,2024-06-01T00:00:00Z
user_02248,2024-01-14T00:00:00Z,2024-01-01T00:00:00Z
user_02249,2024-01-04T00:00:00Z,2024-01-01T00:00:00Z
user_02250,2024-05-11T00:00:00Z,2024-05-01T00:00:00Z
user_02251,2024-02-10T00:00:00Z,2024-02-01T00:00:00Z
user_02252,2024-01-12T00:00:00Z,2024-01-01T00:00:00Z
user_02253,2024-02-03T00:00:00Z,2024-02-01T00:00:00Z
user_02254,2024-02-03T00:00:00Z,2024-02-01T00:00:00Z
user_02255,2024-01-12T00:00:00Z,2024-01-01T00:00:00Z
user_02256,2024-04-19T00:00:00Z,2024-04-01T00:00:00Z
user_02257,2024-01-16T00:00:00Z,2024-01-01T00:00:00Z
user_02258,2024-03-09T00:00:00Z,2024-03-01T00:00:00Z
user_02259,2024-05-22T00:00:00Z,2024-05-01T00:00:00Z
user_02260,2024-08-06T00:00:00Z,2024-08-01T00:00:00Z
user_02261,2024-02-08T00:00:00Z,2024-02-01T00:00:00Z
user_02262,2024-03-11T00:00:00Z,2024-03-01T00:00:00Z
user_02263,2024-04-12T00:00:00Z,2024-04-01T00:00:00Z
user_02264,2024-05-07T00:00:00Z,2024-05-01T00:00:00Z
user_02265,2024-01-19T00:00:00Z,2024-01-01T00:00:00Z
user_02266,2024-04-10T00:00:00Z,2024-04-01T00:00:00Z
user_02267,2024-02-25T00:00:00Z,2024-02-01T00:00:00Z
user_02268,2024-02-13T00:00:00Z,2024-02-01T00:00:00Z
user_02269,2024-04-21T00:00:00Z,2024-04-01T00:00:00Z
user_02270,2024-06-30T00:00:00Z,2024-06-01T00:00:00Z
user_02271,2024-03-10T00:00:00Z,2024-03-01T00:00:00Z
user_02272,2024-03-10T00:00:00Z,2024-03-01T00:00:00Z
user_02273,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_02274,2024-02-16T00:00:00Z,2024-02-01T00:00:00Z
user_02275,2024-03-08T00:00:00Z,2024-03-01T00:00:00Z
user_02276,2024-01-28T00:00:00Z,2024-01-01T00:00:00Z
user_02277,2024-03-10T00:00:00Z,2024-03-01T00:00:00Z
user_02278,2024-02-28T00:00:00Z,2024-02-01T00:00:00Z
user_02279,2024-10-30T00:00:00Z,2024-10-01T00:00:00Z
user_02280,2024-02-05T00:00:00Z,2024-02-01T00:00:00Z
user_02281,2024-01-03T00:00:00Z,2024-01-01T00:00:00Z
user_02282,2024-01-02T00:00:00Z,2024-01-01T00:00:00Z
user_02283,2024-01-12T00:00:00Z,2024-01-01T00:00:00Z
user_02284,2024-05-16T00:00:00Z,2024-05-01T00:00:00Z
user_02285,2024-07-07T00:00:00Z,2024-07-01T00:00:00Z
user_02286,2024-05-07T00:00:00Z,2024-05-01T00:00:00Z
user_02287,2024-02-18T00:00:00Z,2024-02-01T00:00:00Z
user_02288,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_02289,2024-01-25T00:00:00Z,2024-01-01T00:00:00Z
user_02290,2024-01-02T00:00:00Z,2024-01-01T00:00:00Z
user_02291,2024-04-30T00:00:00Z,2024-04-01T00:00:00Z
user_02292,2024-02-21T00:00:00Z,2024-02-01T00:00:00Z
user_02293,2024-02-15T00:00:00Z,2024-02-01T00:00:00Z
user_02294,2024-02-06T00:00:00Z,2024-02-01T00:00:00Z
user_02295,2024-01-15T00:00:00Z,2024-01-01T00:00:00Z
user_02296,2024-02-11T00:00:00Z,2024-02-01T00:00:00Z
user_02297,2024-01-19T00:00:00Z,2024-01-01T00:00:00Z
user_02298,2024-01-11T00:00:00Z,2024-01-01T00:00:00Z
user_02299,2024-11-16T00:00:00Z,2024-11-01T00:00:00Z
user_02300,2024-04-30T00:00:00Z,2024-04-01T00:00:00Z
user_02301,2024-01-09T00:00:00Z,2024-01-01T00:00:00Z
user_02302,2024-01-29T00:00:00Z,2024-01-01T00:00:00Z
user_02303,2024-03-03T00:00:00Z,2024-03-01T00:00:00Z
user_02304,2024-01-10T00:00:00Z,2024-01-01T00:00:00Z
user_02305,2024-01-25T00:00:00Z,2024-01-01T00:00:00Z
user_02306,2024-03-06T00:00:00Z,2024-03-01T00:00:00Z
user_02307,2024-02-16T00:00:00Z,2024-02-01T00:00:00Z
user_02308,2024-01-14T00:00:00Z,2024-01-01T00:00:00Z
user_02309,2024-03-03T00:00:00Z,2024-03-01T00:00:00Z
user_02310,2024-01-23T00:00:00Z,2024-01-01T00:00:00Z
user_02311,2024-02-10T00:00:00Z,2024-02-01T00:00:00Z
user_02312,2024-01-13T00:00:00Z,2024-01-01T00:00:00Z
user_02313,2024-08-07T00:00:00Z,2024-08-01T00:00:00Z
user_02314,2024-02-25T00:00:00Z,2024-02-01T00:00:00Z
user_02315,2024-03-01T00:00:00Z,2024-03-01T00:00:00Z
user_02316,2024-01-07T00:00:00Z,2024-01-01T00:00:00Z
user_02317,2024-03-29T00:00:00Z,2024-03-01T00:00:00Z
user_02318,2024-03-15T00:00:00Z,2024-03-01T00:00:00Z
user_02319,2024-03-24T00:00:00Z,2024-03-01T00:00:00Z
user_02320,2024-01-10T00:00:00Z,2024-01-01T00:00:00Z
user_02321,2024-10-26T00:00:00Z,2024-10-01T00:00:00Z
user_02322,2024-02-26T00:00:00Z,2024-02-01T00:00:00Z
user_02323,2024-01-19T00:00:00Z,2024-01-01T00:00:00Z
user_02324,2024-01-15T00:00:00Z,2024-01-01T00:00:00Z
user_02325,2024-02-27T00:00:00Z,2024-02-01T00:00:00Z
user_02326,2024-02-01T00:00:00Z,2024-02-01T00:00:00Z
user_02327,2024-05-14T00:00:00Z,2024-05-01T00:00:00Z
user_02328,2024-07-07T00:00:00Z,2024-07-01T00:00:00Z
user_02329,2024-02-29T00:00:00Z,2024-02-01T00:00:00Z
user_02330,2024-02-21T00:00:00Z,2024-02-01T00:00:00Z
user_02331,2024-05-12T00:00:00Z,2024-05-01T00:00:00Z
user_02332,2024-02-21T00:00:00Z,2024-02-01T00:00:00Z
user_02333,2024-04-08T00:00:00Z,2024-04-01T00:00:00Z
user_02334,2024-02-20T00:00:00Z,2024-02-01T00:00:00Z
user_02335,2024-02-05T00:00:00Z,2024-02-01T00:00:00Z
user_02336,2024-03-14T00:00:00Z,2024-03-01T00:00:00Z
user_02337,2024-02-20T00:00:00Z,2024-02-01T00:00:00Z
user_02338,2024-01-06T00:00:00Z,2024-01-01T00:00:00Z
user_02339,2024-09-21T00:00:00Z,2024-09-01T00:00:00Z
user_02340,2024-04-30T00:00:00Z,2024-04-01T00:00:00Z
user_02341,2024-04-17T00:00:00Z,2024-04-01T00:00:00Z
user_02342,2024-01-12T00:00:00Z,2024-01-01T00:00:00Z
user_02343,2024-01-11T00:00:00Z,2024-01-01T00:00:00Z
user_02344,2024-01-07T00:00:00Z,2024-01-01T00:00:00Z
user_02345,2024-02-14T00:00:00Z,2024-02-01T00:00:00Z
user_02346,2024-05-12T00:00:00Z,2024-05-01T00:00:00Z
user_02347,2024-02-11T00:00:00Z,2024-02-01T00:00:00Z
user_02348,2024-01-01T00:00:00Z,2024-01-01T00:00:00Z
user_02349,2024-03-27T00:00:00Z,2024-03-01T00:00:00Z
user_02350,2024-01-18T00:00:00Z,2024-01-01T00:00:00Z
user_02351,2024-02-09T00:00:00Z,2024-02-01T00:00:00Z
user_02352,2024-05-21T00:00:00Z,2024-05-01T00:00:00Z
user_02353,2024-02-22T00:00:00Z,2024-02-01T00:00:00Z
user_02354,2024-01-07T00:00:00Z,2024-01-01T00:00:00Z
user_02355,2024-06-21T00:00:00Z,2024-06-01T00:00:00Z
user_02356,2024-02-19T00:00:00Z,2024-02-01T00:00:00Z
user_02357,2024-02-28T00:00:00Z,2024-02-01T00:00:00Z
