session_id,user_id,movie_id,.watch_time_raw,.watch_time,rec_time_first,min_pos_diff_hours,was_recommended_movie,progress_percentage
session_000258,user_02558,movie_0728,2024-05-03,2024-05-03T00:00:00Z,NA,Inf,FALSE,83.4
session_000259,user_05593,movie_0460,2024-07-19,2024-07-19T00:00:00Z,NA,Inf,FALSE,26.2
session_000260,user_00099,movie_0724,2024-02-24,2024-02-24T00:00:00Z,NA,Inf,FALSE,16
session_000261,user_02201,movie_0240,2024-10-28,2024-10-28T00:00:00Z,NA,Inf,FALSE,94
session_000262,user_02962,movie_0988,2025-08-29,2025-08-29T00:00:00Z,NA,Inf,FALSE,97.1
session_000263,user_04974,movie_0952,2024-04-08,2024-04-08T00:00:00Z,NA,Inf,FALSE,89.6
session_000264,user_04434,movie_0971,2024-10-08,2024-10-08T00:00:00Z,NA,Inf,FALSE,80.6
session_000265,user_02870,movie_0214,2024-05-02,2024-05-02T00:00:00Z,NA,Inf,FALSE,96.7
session_000266,user_00957,movie_0882,2025-03-02,2025-03-02T00:00:00Z,NA,Inf,FALSE,6.2
session_000267,user_08353,movie_0353,2025-05-11,2025-05-11T00:00:00Z,NA,Inf,FALSE,58.3
session_000268,user_05700,movie_0954,2024-08-22,2024-08-22T00:00:00Z,NA,Inf,FALSE,48.2
session_000269,user_06945,movie_0974,2025-01-20,2025-01-20T00:00:00Z,NA,Inf,FALSE,57.1
session_000270,user_04494,movie_0973,2024-10-08,2024-10-08T00:00:00Z,NA,Inf,FALSE,11.4
session_000271,user_09493,movie_0665,2024-10-24,2024-10-24T00:00:00Z,NA,Inf,FALSE,33.3
session_000272,user_04912,movie_1000,2025-06-14,2025-06-14T00:00:00Z,NA,Inf,FALSE,70.3
session_000273,user_03988,movie_0720,2024-05-13,2024-05-13T00:00:00Z,NA,Inf,FALSE,0.4
session_000274,user_09720,movie_0990,2024-12-14,2024-12-14T00:00:00Z,NA,Inf,FALSE,15.1
session_000275,user_06016,movie_0257,2024-12-07,2024-12-07T00:00:00Z,NA,Inf,FALSE,21.5
session_000276,user_01219,movie_0540,2025-07-08,2025-07-08T00:00:00Z,NA,Inf,FALSE,5.9
session_000277,user_04497,movie_0735,2025-12-18,2025-12-18T00:00:00Z,NA,Inf,FALSE,43.8
session_000278,user_04736,movie_0612,2025-07-06,2025-07-06T00:00:00Z,NA,Inf,FALSE,54.2
session_000279,user_04556,movie_0432,2025-11-13,2025-11-13T00:00:00Z,NA,Inf,FALSE,52.5
session_000280,user_09147,movie_0365,2025-11-06,2025-11-06T00:00:00Z,NA,Inf,FALSE,77.3
session_000281,user_08051,movie_0114,2025-09-30,2025-09-30T00:00:00Z,NA,Inf,FALSE,82.6
session_000282,user_03447,movie_0962,2024-02-05,2024-02-05T00:00:00Z,NA,Inf,FALSE,60.4
session_000283,user_01046,movie_0311,2024-12-27,2024-12-27T00:00:00Z,NA,Inf,FALSE,39.6
session_000284,user_06894,movie_0618,2024-05-21,2024-05-21T00:00:00Z,NA,Inf,FALSE,74.5
session_000285,user_01694,movie_0357,2025-09-03,2025-09-03T00:00:00Z,NA,Inf,FALSE,30.1
session_000286,user_03437,movie_0619,2025-03-14,2025-03-14T00:00:00Z,NA,Inf,FALSE,67.6
session_000287,user_08755,movie_0130,2024-07-19,2024-07-19T00:00:00Z,NA,Inf,FALSE,16
session_000288,user_05896,movie_0929,2024-07-16,2024-07-16T00:00:00Z,NA,Inf,FALSE,29.5
session_000289,user_03355,movie_0305,2024-11-15,2024-11-15T00:00:00Z,NA,Inf,FALSE,71.1
session_000290,user_00226,movie_0676,2025-12-27,2025-12-27T00:00:00Z,NA,Inf,FALSE,30.1
session_000291,user_04894,movie_0670,2024-10-14,2024-10-14T00:00:00Z,NA,Inf,FALSE,47.2
session_000292,user_07023,movie_0244,2024-03-19,2024-03-19T00:00:00Z,NA,Inf,FALSE,76.1
session_000293,user_09152,movie_0482,2024-06-26,2024-06-26T00:00:00Z,NA,Inf,FALSE,18.5
session_000294,user_05601,movie_0146,2025-05-24,2025-05-24T00:00:00Z,NA,Inf,FALSE,4.2
session_000295,user_07997,movie_0932,2025-07-23,2025-07-23T00:00:00Z,NA,Inf,FALSE,30.2
session_000296,user_09008,movie_0640,2025-07-24,2025-07-24T00:00:00Z,NA,Inf,FALSE,56
session_000297,user_07684,movie_0024,2025-06-03,2025-06-03T00:00:00Z,NA,Inf,FALSE,2.5
session_000298,user_04643,movie_0630,2025-07-02,2025-07-02T00:00:00Z,NA,Inf,FALSE,46.5
session_000299,user_07680,movie_0129,2025-07-24,2025-07-24T00:00:00Z,NA,Inf,FALSE,41.6
session_000300,user_08209,movie_0174,2024-08-15,2024-08-15T00:00:00Z,NA,Inf,FALSE,77.1
session_000301,user_07340,movie_0536,2024-09-03,2024-09-03T00:00:00Z,NA,Inf,FALSE,35.7
session_000302,user_09436,movie_0277,2025-04-20,2025-04-20T00:00:00Z,NA,Inf,FALSE,30.4
session_000303,user_02206,movie_0541,2024-06-07,2024-06-07T00:00:00Z,NA,Inf,FALSE,33.1
session_000304,user_01070,movie_0717,2025-06-22,2025-06-22T00:00:00Z,NA,Inf,FALSE,17.1
session_000305,user_03445,movie_0576,2024-10-03,2024-10-03T00:00:00Z,NA,Inf,FALSE,96.3
session_000306,user_01061,movie_0778,2025-01-01,2025-01-01T00:00:00Z,NA,Inf,FALSE,89.3
session_000307,user_02328,movie_0653,2024-11-01,2024-11-01T00:00:00Z,NA,Inf,FALSE,74.7
session_000308,user_03421,movie_0395,2025-04-19,2025-04-19T00:00:00Z,NA,Inf,FALSE,52.9
session_000309,user_00302,movie_0102,2024-04-01,2024-04-01T00:00:00Z,NA,Inf,FALSE,98.6
session_000310,user_00607,movie_0631,2024-01-08,2024-01-08T00:00:00Z,NA,Inf,FALSE,86.6
session_000311,user_03171,movie_0186,2025-05-14,2025-05-14T00:00:00Z,NA,Inf,FALSE,2.8
session_000312,user_00700,movie_0262,2025-07-03,2025-07-03T00:00:00Z,NA,Inf,FALSE,19.1
session_000313,user_05089,movie_0947,2024-07-30,2024-07-30T00:00:00Z,NA,Inf,FALSE,79.8
session_000314,user_09332,movie_0778,2024-03-16,2024-03-16T00:00:00Z,NA,Inf,FALSE,20.6
session_000315,user_00191,movie_0960,2025-05-19,2025-05-19T00:00:00Z,NA,Inf,FALSE,49
session_000316,user_00981,movie_0333,2024-02-01,2024-02-01T00:00:00Z,NA,Inf,FALSE,83.3
session_000317,user_02976,movie_0368,2024-02-11,2024-02-11T00:00:00Z,NA,Inf,FALSE,16.7
session_000318,user_06103,movie_0626,2024-03-01,2024-03-01T00:00:00Z,NA,Inf,FALSE,65.7
session_000319,user_01185,movie_0931,2024-11-15,2024-11-15T00:00:00Z,NA,Inf,FALSE,90.7
session_000320,user_03328,movie_0623,2024-11-23,2024-11-23T00:00:00Z,NA,Inf,FALSE,56.3
session_000321,user_03395,movie_0982,2024-11-16,2024-11-16T00:00:00Z,NA,Inf,FALSE,52.8
session_000322,user_08320,movie_0273,2025-07-04,2025-07-04T00:00:00Z,NA,Inf,FALSE,80
session_000323,user_01817,movie_0515,2024-08-22,2024-08-22T00:00:00Z,NA,Inf,FALSE,28.8
session_000324,user_05855,movie_0764,2025-06-23,2025-06-23T00:00:00Z,NA,Inf,FALSE,46.4
session_000325,user_06710,movie_0768,2024-10-27,2024-10-27T00:00:00Z,NA,Inf,FALSE,95.9
session_000326,user_00570,movie_0158,2025-03-11,2025-03-11T00:00:00Z,NA,Inf,FALSE,26.2
session_000327,user_05443,movie_0482,2025-03-06,2025-03-06T00:00:00Z,NA,Inf,FALSE,27.5
session_000328,user_01896,movie_0795,2025-11-25,2025-11-25T00:00:00Z,NA,Inf,FALSE,44.3
session_000329,user_02734,movie_0173,2024-01-11,2024-01-11T00:00:00Z,NA,Inf,FALSE,8.6
session_000330,user_03864,movie_0900,2024-04-23,2024-04-23T00:00:00Z,2024-10-24,Inf,FALSE,10.8
session_000331,user_07456,movie_0417,2024-01-01,2024-01-01T00:00:00Z,NA,Inf,FALSE,82.1
session_000332,user_04015,movie_0939,2024-01-10,2024-01-10T00:00:00Z,NA,Inf,FALSE,0.3
session_000333,user_01687,movie_0927,2025-08-29,2025-08-29T00:00:00Z,NA,Inf,FALSE,99.6
session_000334,user_03010,movie_0787,2025-03-04,2025-03-04T00:00:00Z,NA,Inf,FALSE,94.1
session_000335,user_07807,movie_0651,2024-11-29,2024-11-29T00:00:00Z,NA,Inf,FALSE,99
session_000336,user_00155,movie_0500,2024-10-18,2024-10-18T00:00:00Z,NA,Inf,FALSE,20.5
session_000337,user_01410,movie_0549,2024-04-27,2024-04-27T00:00:00Z,NA,Inf,FALSE,74.7
session_000338,user_00785,movie_0847,2024-12-04,2024-12-04T00:00:00Z,NA,Inf,FALSE,47.5
session_000339,user_08097,movie_0852,2024-04-23,2024-04-23T00:00:00Z,NA,Inf,FALSE,4.6
session_000340,user_07561,movie_0957,2025-10-31,2025-10-31T00:00:00Z,NA,Inf,FALSE,71.6
session_000341,user_07344,movie_0869,2024-06-14,2024-06-14T00:00:00Z,NA,Inf,FALSE,18.1
session_000342,user_07207,movie_0968,2025-02-13,2025-02-13T00:00:00Z,NA,Inf,FALSE,17.8
session_000343,user_05597,movie_0770,2024-10-03,2024-10-03T00:00:00Z,NA,Inf,FALSE,6
session_000344,user_05802,movie_0742,2024-04-25,2024-04-25T00:00:00Z,NA,Inf,FALSE,45.4
session_000345,user_02807,movie_0690,2025-04-11,2025-04-11T00:00:00Z,NA,Inf,FALSE,32.1
session_000346,user_00538,movie_0027,2025-08-10,2025-08-10T00:00:00Z,NA,Inf,FALSE,83.3
session_000347,user_05987,movie_0690,2025-09-28,2025-09-28T00:00:00Z,NA,Inf,FALSE,65.8
session_000348,user_01842,movie_0206,2024-06-03,2024-06-03T00:00:00Z,NA,Inf,FALSE,35.7
session_000349,user_08717,movie_0792,2025-09-02,2025-09-02T00:00:00Z,NA,Inf,FALSE,45.8
session_000350,user_06972,movie_0611,2024-04-23,2024-04-23T00:00:00Z,NA,Inf,FALSE,69.4
session_000351,user_05626,movie_0796,2024-03-16,2024-03-16T00:00:00Z,NA,Inf,FALSE,2.3
session_000352,user_02951,movie_0824,2024-07-17,2024-07-17T00:00:00Z,NA,Inf,FALSE,16.1
session_000353,user_07993,movie_0290,2024-07-19,2024-07-19T00:00:00Z,NA,Inf,FALSE,85.7
session_000354,user_04781,movie_0593,2025-01-10,2025-01-10T00:00:00Z,NA,Inf,FALSE,81.8
session_000355,user_02369,movie_0673,2024-07-04,2024-07-04T00:00:00Z,NA,Inf,FALSE,45.3
session_000356,user_06656,movie_0535,2024-12-02,2024-12-02T00:00:00Z,NA,Inf,FALSE,93.6
session_000357,user_08174,movie_0136,2025-12-18,2025-12-18T00:00:00Z,NA,Inf,FALSE,81.6
session_000358,user_04496,movie_0767,2024-02-02,2024-02-02T00:00:00Z,NA,Inf,FALSE,71.6
session_000359,user_09164,movie_0929,2025-01-13,2025-01-13T00:00:00Z,NA,Inf,FALSE,94.4
session_000360,user_06003,movie_0832,2025-10-23,2025-10-23T00:00:00Z,NA,Inf,FALSE,3.1
session_000361,user_06615,movie_0636,2024-10-05,2024-10-05T00:00:00Z,NA,Inf,FALSE,30
session_000362,user_09359,movie_0275,2025-08-23,2025-08-23T00:00:00Z,NA,Inf,FALSE,72.5
session_000363,user_05920,movie_0396,2025-04-14,2025-04-14T00:00:00Z,NA,Inf,FALSE,52.8
session_000364,user_00854,movie_0004,2025-11-07,2025-11-07T00:00:00Z,NA,Inf,FALSE,24.9
session_000365,user_04147,movie_0223,2025-11-20,2025-11-20T00:00:00Z,NA,Inf,FALSE,93.8
session_000366,user_03770,movie_0447,2024-07-23,2024-07-23T00:00:00Z,NA,Inf,FALSE,54.8
session_000367,user_00575,movie_0172,2024-08-02,2024-08-02T00:00:00Z,NA,Inf,FALSE,72.6
session_000368,user_01149,movie_0376,2024-07-05,2024-07-05T00:00:00Z,NA,Inf,FALSE,93
session_000369,user_06294,movie_0119,2024-07-27,2024-07-27T00:00:00Z,NA,Inf,FALSE,17.2
session_000370,user_06458,movie_0149,2024-08-31,2024-08-31T00:00:00Z,NA,Inf,FALSE,79.1
session_000371,user_07510,movie_0524,2025-09-20,2025-09-20T00:00:00Z,NA,Inf,FALSE,90.2
session_000372,user_09908,movie_0199,2025-07-13,2025-07-13T00:00:00Z,NA,Inf,FALSE,9.9
session_000373,user_04778,movie_0658,2025-09-05,2025-09-05T00:00:00Z,NA,Inf,FALSE,99.9
session_000374,user_03855,movie_0295,2024-05-08,2024-05-08T00:00:00Z,NA,Inf,FALSE,26
session_000375,user_02492,movie_0843,2025-12-18,2025-12-18T00:00:00Z,NA,Inf,FALSE,96.1
session_000376,user_03125,movie_0545,2025-07-08,2025-07-08T00:00:00Z,NA,Inf,FALSE,87.4
session_000377,user_05692,movie_0982,2024-02-16,2024-02-16T00:00:00Z,NA,Inf,FALSE,75.3
session_000378,user_03052,movie_0456,2024-08-04,2024-08-04T00:00:00Z,NA,Inf,FALSE,23.7
session_000379,user_00005,movie_0423,2025-09-19,2025-09-19T00:00:00Z,NA,Inf,FALSE,27.8
session_000380,user_05223,movie_0159,2025-11-02,2025-11-02T00:00:00Z,NA,Inf,FALSE,59.7
session_000381,user_05316,movie_0245,2025-05-25,2025-05-25T00:00:00Z,NA,Inf,FALSE,53.5
session_000382,user_04870,movie_0795,2025-09-15,2025-09-15T00:00:00Z,NA,Inf,FALSE,47.9
session_000383,user_00877,movie_0371,2025-12-28,2025-12-28T00:00:00Z,NA,Inf,FALSE,43.2
session_000384,user_09184,movie_0732,2024-02-01,2024-02-01T00:00:00Z,NA,Inf,FALSE,48.4
session_000385,user_07028,movie_0471,2024-01-14,2024-01-14T00:00:00Z,NA,Inf,FALSE,100
session_000386,user_04143,movie_0681,2024-09-19,2024-09-19T00:00:00Z,NA,Inf,FALSE,68.7
session_000387,user_06967,movie_0795,2025-12-01,2025-12-01T00:00:00Z,NA,Inf,FALSE,62
session_000388,user_07080,movie_0778,2025-01-14,2025-01-14T00:00:00Z,NA,Inf,FALSE,42.9
session_000389,user_07988,movie_0407,2025-04-06,2025-04-06T00:00:00Z,NA,Inf,FALSE,68.4
session_000390,user_06800,movie_0801,2025-08-16,2025-08-16T00:00:00Z,NA,Inf,FALSE,18.3
session_000391,user_04466,movie_0410,2024-11-26,2024-11-26T00:00:00Z,NA,Inf,FALSE,81.9
session_000392,user_00636,movie_0205,2024-12-24,2024-12-24T00:00:00Z,NA,Inf,FALSE,43.3
session_000393,user_01694,movie_0671,2025-11-11,2025-11-11T00:00:00Z,NA,Inf,FALSE,73.2
session_000394,user_09875,movie_0155,2025-07-20,2025-07-20T00:00:00Z,NA,Inf,FALSE,51.6
session_000395,user_04753,movie_0269,2024-03-18,2024-03-18T00:00:00Z,NA,Inf,FALSE,38.2
session_000396,user_08312,movie_0688,2024-01-24,2024-01-24T00:00:00Z,NA,Inf,FALSE,4.6
session_000397,user_00831,movie_0439,2024-09-02,2024-09-02T00:00:00Z,NA,Inf,FALSE,1.4
session_000398,user_05178,movie_0570,2024-09-21,2024-09-21T00:00:00Z,NA,Inf,FALSE,80.5
session_000399,user_09562,movie_0765,2025-11-09,2025-11-09T00:00:00Z,NA,Inf,FALSE,31.3
session_000400,user_08933,movie_0303,2025-04-18,2025-04-18T00:00:00Z,NA,Inf,FALSE,23.1
session_000401,user_08309,movie_0098,2024-03-17,2024-03-17T00:00:00Z,NA,Inf,FALSE,39.2
session_000402,user_05950,movie_0047,2024-03-03,2024-03-03T00:00:00Z,NA,Inf,FALSE,74.7
session_000403,user_02839,movie_0967,2025-06-03,2025-06-03T00:00:00Z,NA,Inf,FALSE,23.7
session_000404,user_01151,movie_0812,2025-08-13,2025-08-13T00:00:00Z,NA,Inf,FALSE,16.5
session_000405,user_07561,movie_0204,2025-05-22,2025-05-22T00:00:00Z,NA,Inf,FALSE,83.1
session_000406,user_01932,movie_0389,2025-11-09,2025-11-09T00:00:00Z,NA,Inf,FALSE,75.8
session_000407,user_09205,movie_0614,2024-06-20,2024-06-20T00:00:00Z,NA,Inf,FALSE,67.2
session_000408,user_01665,movie_0006,2024-06-18,2024-06-18T00:00:00Z,NA,Inf,FALSE,60.5
session_000409,user_01082,movie_0346,2025-05-13,2025-05-13T00:00:00Z,NA,Inf,FALSE,15.5
session_000410,user_00513,movie_0915,2025-01-21,2025-01-21T00:00:00Z,NA,Inf,FALSE,2.9
session_000411,user_07806,movie_0463,2025-01-06,2025-01-06T00:00:00Z,NA,Inf,FALSE,26.3
session_000412,user_05238,movie_0265,2024-08-23,2024-08-23T00:00:00Z,NA,Inf,FALSE,1.3
session_000413,user_00560,movie_0077,2024-02-10,2024-02-10T00:00:00Z,NA,Inf,FALSE,87.9
session_000414,user_03673,movie_0547,2025-04-17,2025-04-17T00:00:00Z,NA,Inf,FALSE,63.7
session_000415,user_07405,movie_0623,2025-04-22,2025-04-22T00:00:00Z,NA,Inf,FALSE,0.6
session_000416,user_03344,movie_0930,2025-11-23,2025-11-23T00:00:00Z,NA,Inf,FALSE,24.1
session_000417,user_04071,movie_0703,2024-12-28,2024-12-28T00:00:00Z,NA,Inf,FALSE,24.9
session_000418,user_09663,movie_0738,2025-06-21,2025-06-21T00:00:00Z,NA,Inf,FALSE,25.5
session_000419,user_00581,movie_0733,2025-05-20,2025-05-20T00:00:00Z,NA,Inf,FALSE,27
session_000420,user_07005,movie_0487,2024-07-29,2024-07-29T00:00:00Z,NA,Inf,FALSE,61
session_000421,user_08131,movie_0539,2025-10-06,2025-10-06T00:00:00Z,NA,Inf,FALSE,47.1
session_000422,user_03148,movie_0814,2024-08-22,2024-08-22T00:00:00Z,NA,Inf,FALSE,52.6
session_000423,user_04250,movie_0941,2024-08-18,2024-08-18T00:00:00Z,NA,Inf,FALSE,70.8
session_000424,user_01680,movie_0908,2024-10-15,2024-10-15T00:00:00Z,NA,Inf,FALSE,97.1
session_000425,user_03507,movie_0807,2025-04-08,2025-04-08T00:00:00Z,NA,Inf,FALSE,59.1
session_000426,user_07254,movie_0898,2024-06-27,2024-06-27T00:00:00Z,NA,Inf,FALSE,17.5
session_000427,user_02745,movie_0943,2025-03-07,2025-03-07T00:00:00Z,NA,Inf,FALSE,30.1
session_000428,user_09436,movie_0100,2025-11-17,2025-11-17T00:00:00Z,NA,Inf,FALSE,28.5
session_000429,user_05189,movie_0896,2024-02-17,2024-02-17T00:00:00Z,NA,Inf,FALSE,85.3
session_000430,user_02142,movie_0309,2025-04-30,2025-04-30T00:00:00Z,NA,Inf,FALSE,33.2
session_000431,user_06618,movie_0082,2024-11-18,2024-11-18T00:00:00Z,NA,Inf,FALSE,66.8
session_000432,user_02480,movie_0504,2024-03-27,2024-03-27T00:00:00Z,NA,Inf,FALSE,45.1
session_000433,user_06485,movie_0006,2024-10-31,2024-10-31T00:00:00Z,NA,Inf,FALSE,31
session_000434,user_09828,movie_0734,2024-01-22,2024-01-22T00:00:00Z,NA,Inf,FALSE,76.3
session_000435,user_07422,movie_0469,2025-12-06,2025-12-06T00:00:00Z,NA,Inf,FALSE,68.3
session_000436,user_09950,movie_0952,2025-11-08,2025-11-08T00:00:00Z,NA,Inf,FALSE,57.5
session_000437,user_04453,movie_0534,2024-08-12,2024-08-12T00:00:00Z,NA,Inf,FALSE,4.6
session_000438,user_05882,movie_0121,2024-11-03,2024-11-03T00:00:00Z,NA,Inf,FALSE,9
session_000439,user_06666,movie_0651,2024-07-11,2024-07-11T00:00:00Z,NA,Inf,FALSE,97.8
session_000440,user_02850,movie_0615,2025-10-09,2025-10-09T00:00:00Z,NA,Inf,FALSE,64.4
session_000441,user_07391,movie_0552,2025-12-23,2025-12-23T00:00:00Z,NA,Inf,FALSE,16.6
session_000442,user_06906,movie_0810,2025-12-04,2025-12-04T00:00:00Z,NA,Inf,FALSE,28.6
session_000443,user_02490,movie_0775,2024-11-01,2024-11-01T00:00:00Z,NA,Inf,FALSE,15.5
session_000444,user_09824,movie_0839,2024-06-04,2024-06-04T00:00:00Z,NA,Inf,FALSE,74.7
session_000445,user_09208,movie_0543,2025-07-13,2025-07-13T00:00:00Z,NA,Inf,FALSE,44
session_000446,user_09541,movie_0568,2025-03-04,2025-03-04T00:00:00Z,NA,Inf,FALSE,90.3
session_000447,user_04612,movie_0326,2025-08-21,2025-08-21T00:00:00Z,NA,Inf,FALSE,79.9
session_000448,user_02840,movie_0090,2024-09-23,2024-09-23T00:00:00Z,NA,Inf,FALSE,19.5
session_000449,user_08528,movie_0420,2025-01-29,2025-01-29T00:00:00Z,NA,Inf,FALSE,95.9
session_000450,user_05879,movie_0969,2024-06-16,2024-06-16T00:00:00Z,NA,Inf,FALSE,26.8
session_000451,user_09088,movie_0760,2024-12-30,2024-12-30T00:00:00Z,NA,Inf,FALSE,19.4
session_000452,user_06304,movie_0932,2025-04-13,2025-04-13T00:00:00Z,NA,Inf,FALSE,18.5
session_000453,user_00852,movie_0387,2024-09-28,2024-09-28T00:00:00Z,NA,Inf,FALSE,35.9
session_000454,user_01688,movie_0185,2024-06-16,2024-06-16T00:00:00Z,NA,Inf,FALSE,30.1
session_000455,user_06834,movie_0620,2024-09-17,2024-09-17T00:00:00Z,NA,Inf,FALSE,12.8
session_000456,user_02428,movie_0927,2024-10-13,2024-10-13T00:00:00Z,NA,Inf,FALSE,94.8
session_000457,user_09761,movie_0448,2024-11-29,2024-11-29T00:00:00Z,NA,Inf,FALSE,48
session_000458,user_04001,movie_0501,2025-07-29,2025-07-29T00:00:00Z,NA,Inf,FALSE,13.9
session_000459,user_05053,movie_0158,2024-10-28,2024-10-28T00:00:00Z,NA,Inf,FALSE,39
session_000460,user_02739,movie_0991,2024-06-04,2024-06-04T00:00:00Z,NA,Inf,FALSE,90.7
session_000461,user_05733,movie_0939,2024-05-29,2024-05-29T00:00:00Z,NA,Inf,FALSE,69.2
session_000462,user_05388,movie_0424,2024-03-10,2024-03-10T00:00:00Z,NA,Inf,FALSE,66.4
session_000463,user_08003,movie_0734,2025-01-11,2025-01-11T00:00:00Z,NA,Inf,FALSE,41
session_000464,user_05537,movie_0713,2024-11-27,2024-11-27T00:00:00Z,NA,Inf,FALSE,30.1
session_000465,user_03914,movie_0902,2024-05-04,2024-05-04T00:00:00Z,NA,Inf,FALSE,49.9
session_000466,user_01067,movie_0665,2025-05-01,2025-05-01T00:00:00Z,NA,Inf,FALSE,73.7
session_000467,user_07724,movie_0350,2024-11-02,2024-11-02T00:00:00Z,NA,Inf,FALSE,8.7
session_000468,user_04381,movie_0026,2024-09-09,2024-09-09T00:00:00Z,NA,Inf,FALSE,83.9
session_000469,user_04108,movie_0323,2024-05-11,2024-05-11T00:00:00Z,NA,Inf,FALSE,91.2
session_000470,user_05727,movie_0918,2025-05-20,2025-05-20T00:00:00Z,NA,Inf,FALSE,61.3
session_000471,user_03374,movie_0938,2024-03-19,2024-03-19T00:00:00Z,NA,Inf,FALSE,60.4
session_000472,user_08946,movie_0173,2025-10-25,2025-10-25T00:00:00Z,NA,Inf,FALSE,30.6
session_000473,user_02083,movie_0713,2025-09-25,2025-09-25T00:00:00Z,NA,Inf,FALSE,44.2
session_000474,user_08968,movie_0370,2025-06-11,2025-06-11T00:00:00Z,NA,Inf,FALSE,20.9
session_000475,user_06749,movie_0227,2024-12-30,2024-12-30T00:00:00Z,NA,Inf,FALSE,41.4
session_000476,user_09818,movie_0775,2025-07-07,2025-07-07T00:00:00Z,NA,Inf,FALSE,47.2
session_000477,user_00418,movie_0805,2025-12-07,2025-12-07T00:00:00Z,NA,Inf,FALSE,89.4
session_000478,user_08307,movie_0624,2025-01-01,2025-01-01T00:00:00Z,NA,Inf,FALSE,55.8
session_000479,user_08809,movie_0969,2024-02-29,2024-02-29T00:00:00Z,NA,Inf,FALSE,50.5
session_000480,user_03975,movie_0091,2024-11-02,2024-11-02T00:00:00Z,NA,Inf,FALSE,39
session_000481,user_03268,movie_0028,2024-07-28,2024-07-28T00:00:00Z,NA,Inf,FALSE,30.1
session_000482,user_00826,movie_0237,2025-10-31,2025-10-31T00:00:00Z,NA,Inf,FALSE,14.3
session_000483,user_07669,movie_0876,2025-10-02,2025-10-02T00:00:00Z,NA,Inf,FALSE,15.8
session_000484,user_05746,movie_0993,2025-10-04,2025-10-04T00:00:00Z,NA,Inf,FALSE,74.7
session_000485,user_09709,movie_0319,2024-12-28,2024-12-28T00:00:00Z,NA,Inf,FALSE,73.5
session_000486,user_00413,movie_0632,2024-05-13,2024-05-13T00:00:00Z,NA,Inf,FALSE,21
session_000487,user_07544,movie_0123,2024-08-25,2024-08-25T00:00:00Z,NA,Inf,FALSE,85.5
session_000488,user_07588,movie_0246,2025-10-30,2025-10-30T00:00:00Z,NA,Inf,FALSE,21.4
session_000489,user_00729,movie_0573,2024-04-09,2024-04-09T00:00:00Z,NA,Inf,FALSE,84.3
session_000490,user_07165,movie_0946,2024-11-01,2024-11-01T00:00:00Z,NA,Inf,FALSE,52.4
session_000491,user_08868,movie_0894,2024-09-15,2024-09-15T00:00:00Z,NA,Inf,FALSE,83.5
session_000492,user_05989,movie_0134,2024-05-06,2024-05-06T00:00:00Z,NA,Inf,FALSE,21.2
session_000493,user_02505,movie_0465,2025-01-07,2025-01-07T00:00:00Z,NA,Inf,FALSE,1.5
session_000494,user_02968,movie_0320,2024-09-01,2024-09-01T00:00:00Z,NA,Inf,FALSE,29.5
session_000495,user_02787,movie_0471,2025-09-12,2025-09-12T00:00:00Z,NA,Inf,FALSE,94.2
session_000496,user_01123,movie_0345,2025-12-17,2025-12-17T00:00:00Z,NA,Inf,FALSE,30.8
session_000497,user_04080,movie_0723,2025-06-30,2025-06-30T00:00:00Z,NA,Inf,FALSE,60.2
session_000498,user_01572,movie_0628,2025-07-28,2025-07-28T00:00:00Z,NA,Inf,FALSE,1.7
session_000499,user_05074,movie_0541,2024-09-03,2024-09-03T00:00:00Z,NA,Inf,FALSE,82.6
session_000500,user_05105,movie_0287,2025-07-06,2025-07-06T00:00:00Z,NA,Inf,FALSE,88.2
session_000501,user_02144,movie_0774,2024-07-10,2024-07-10T00:00:00Z,NA,Inf,FALSE,23.2
session_000502,user_09880,movie_0485,2024-03-25,2024-03-25T00:00:00Z,NA,Inf,FALSE,89.5
session_000503,user_06807,movie_0959,2025-06-25,2025-06-25T00:00:00Z,NA,Inf,FALSE,65.8
session_000504,user_07358,movie_0674,2025-12-25,2025-12-25T00:00:00Z,NA,Inf,FALSE,2.5
session_000505,user_03441,movie_0152,2025-10-12,2025-10-12T00:00:00Z,NA,Inf,FALSE,22.8
session_000506,user_03767,movie_0954,2024-07-06,2024-07-06T00:00:00Z,NA,Inf,FALSE,13.5
session_000507,user_05645,movie_0714,2024-07-11,2024-07-11T00:00:00Z,NA,Inf,FALSE,31.4
session_000508,user_02915,movie_0378,2024-11-25,2024-11-25T00:00:00Z,NA,Inf,FALSE,3.9
session_000509,user_04969,movie_0315,2025-09-22,2025-09-22T00:00:00Z,NA,Inf,FALSE,47
session_000510,user_05918,movie_0331,2025-10-03,2025-10-03T00:00:00Z,NA,Inf,FALSE,79.3
session_000511,user_08788,movie_0792,2025-11-02,2025-11-02T00:00:00Z,NA,Inf,FALSE,87
session_000512,user_00729,movie_0958,2025-09-25,2025-09-25T00:00:00Z,NA,Inf,FALSE,72.3
session_000513,user_01366,movie_0514,2025-07-23,2025-07-23T00:00:00Z,NA,Inf,FALSE,10.4
session_000514,user_04493,movie_0306,2025-08-16,2025-08-16T00:00:00Z,NA,Inf,FALSE,20.4
session_000515,user_00699,movie_0254,2024-07-27,2024-07-27T00:00:00Z,NA,Inf,FALSE,91.8
